,Unnamed: 0.1,Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,location,style,house_age
4439,4439,4439,3585900495,20141110T000000,1250000.0,3,2.5,3670.0,18505,1.0,0,4,3,10,2530,1140.0,1983.0,0,98177,47.7588,-122.376,2920,20000,Rural,Cape Cod,39
4440,4440,4440,3790700110,20141201T000000,225000.0,4,2.5,1700.0,6031,2.0,0,0,3,8,1700,0.0,1994.0,0,98030,47.3582,-122.191,1930,6035,Urban,Ranch,28
4441,4441,4441,3626079040,20140730T000000,790000.0,2,3.0,2560.0,982278,1.0,0,0,3,8,2560,,2004.0,0,98014,47.6955,-121.861,1620,40946,Suburban,Victorian,18
4442,4442,4442,2461900375,20150414T000000,685000.0,4,2.5,2770.0,6000,2.0,0,0,3,8,2400,370.0,1993.0,0,98136,47.5536,-122.383,2120,6000,Suburban,Colonial,29
4443,4443,4443,8651611690,20140620T000000,812000.0,3,3.25,3240.0,8338,2.0,0,0,3,9,3240,0.0,2001.0,0,98074,47.6321,-122.064,3420,8405,Suburban,Contemporary,21
4444,4444,4444,8682301050,20141202T000000,705000.0,2,2.5,2300.0,6400,1.0,0,0,3,8,2300,0.0,2007.0,0,98053,47.7196,-122.02,2300,6400,Suburban,Ranch,15
4445,4445,4445,1858600042,20150429T000000,360000.0,4,3.0,2483.0,6870,2.0,0,0,3,8,2483,0.0,,0,98030,47.3627,-122.199,1943,6434,Urban,Cape Cod,17
4446,4446,4446,2767604252,20150112T000000,344000.0,1,1.5,,779,3.0,0,0,3,8,760,0.0,2006.0,0,98107,47.6715,-122.382,1290,1189,Urban,Cape Cod,16
4447,4447,4447,1954700615,20141022T000000,825000.0,4,1.5,,6900,,0,0,3,9,2040,0.0,1903.0,0,98112,47.6188,-122.285,3150,8220,Suburban,Colonial,119
4448,4448,4448,6844702690,20150427T000000,476500.0,3,1.0,1200.0,6120,1.0,0,0,4,7,950,250.0,1945.0,0,98115,47.6929,-122.287,1550,6120,Rural,Colonial,77
4449,4449,4449,2695600195,20141124T000000,379500.0,2,1.0,960.0,5096,1.0,0,0,5,7,960,0.0,1949.0,0,98126,47.5314,-122.378,1760,4488,Urban,Ranch,73
4450,4450,4450,426059055,20141003T000000,620000.0,3,1.75,2410.0,35236,1.0,0,0,3,8,2410,0.0,1980.0,2001,98072,47.7651,-122.166,2110,16980,Rural,Ranch,42
4451,4451,4451,1769600147,20140731T000000,477590.0,3,3.25,2260.0,7701,2.0,0,0,3,8,1760,500.0,,0,98146,47.5053,-122.377,1880,7529,Urban,Victorian,22
4452,4452,4452,9268200300,20140520T000000,490000.0,3,1.0,1910.0,8190,,0,0,4,7,1010,,1946.0,0,98117,47.697,-122.365,1600,5042,Rural,Cape Cod,76
4453,4453,4453,3052700855,20140628T000000,470000.0,3,1.5,1500.0,5000,1.5,0,0,4,7,1140,360.0,,0,98117,47.679,-122.373,1500,5000,Urban,Victorian,95
4454,4454,4454,9828702262,20140724T000000,500000.0,3,2.25,1360.0,1236,2.0,0,0,3,8,1140,220.0,2006.0,0,98112,47.6198,-122.299,1620,1231,Suburban,Colonial,16
4455,4455,4455,1568100386,20140630T000000,370000.0,3,1.0,1320.0,7341,1.0,0,0,3,7,1320,0.0,1982.0,0,98155,47.7367,-122.295,1160,7573,Urban,Ranch,40
4456,4456,4456,4385700735,20150311T000000,790000.0,2,1.5,1940.0,4400,1.0,0,0,3,7,970,970.0,1923.0,0,98112,47.6371,-122.279,1480,3080,Suburban,Cape Cod,99
4457,4457,4457,3425059206,20140624T000000,725000.0,4,2.5,2650.0,18295,2.0,0,0,3,8,2650,0.0,1986.0,0,98005,47.6075,-122.154,2230,19856,Suburban,Victorian,36
4458,4458,4458,6848200018,20140528T000000,840000.0,4,2.75,3040.0,2800,2.0,0,0,3,9,2100,,1906.0,2014,98102,47.6245,-122.327,1260,2178,Suburban,Colonial,116
4459,4459,4459,3023049256,20140604T000000,390000.0,3,1.0,1240.0,11108,1.0,0,0,4,7,1240,0.0,,0,98166,47.4465,-122.354,2220,16533,Suburban,Contemporary,70
4460,4460,4460,4019301500,20140828T000000,507000.0,3,2.25,2210.0,11585,1.0,0,0,4,7,1510,700.0,1958.0,0,98155,47.7574,-122.279,1870,14092,Urban,Colonial,64
4461,4461,4461,402000115,20141122T000000,263500.0,3,1.75,1540.0,6273,1.0,0,0,4,6,770,770.0,1951.0,0,98118,47.5305,-122.277,1140,5512,Urban,Colonial,71
4462,4462,4462,9206950110,20140712T000000,369000.0,3,2.5,,1683,2.0,0,0,3,8,1270,50.0,2004.0,0,98106,47.5357,-122.365,1320,2206,Suburban,Colonial,18
4463,4463,4463,8106300820,20140814T000000,500000.0,3,2.5,3040.0,5326,2.0,0,0,3,9,3040,,2008.0,0,98055,47.4472,-122.207,3040,5442,Urban,Contemporary,14
4464,4464,4464,8082400011,20150406T000000,570000.0,2,1.0,910.0,4301,1.0,0,0,4,7,910,0.0,,0,98117,47.6814,-122.399,1810,4301,Urban,Colonial,99
4465,4465,4465,7137960110,20150306T000000,284000.0,4,3.0,2040.0,7145,1.0,0,0,3,8,1490,550.0,1994.0,0,98092,47.3275,-122.171,1940,7145,Suburban,Colonial,28
4466,4466,4466,546000820,20141110T000000,415000.0,2,1.0,,4108,,0,0,3,7,980,0.0,1947.0,0,98117,47.687,-122.381,1500,4046,Urban,Cape Cod,75
4467,4467,4467,3330500705,20140515T000000,197500.0,3,1.0,980.0,3090,,0,0,3,6,980,0.0,1903.0,0,98118,47.5525,-122.277,980,3090,Urban,Victorian,119
4468,4468,4468,1454600266,20141027T000000,925000.0,4,3.75,4420.0,9492,2.0,0,1,3,9,3420,1000.0,1962.0,2005,98125,47.7211,-122.283,2880,9900,Urban,Colonial,60
4469,4469,4469,3335000025,20141112T000000,468000.0,3,2.0,1570.0,6300,1.0,0,0,3,7,820,750.0,,2005,98118,47.5565,-122.275,1510,4281,Urban,Ranch,69
4470,4470,4470,1454100056,20140715T000000,355000.0,3,1.0,1600.0,5001,1.5,0,0,5,6,1080,520.0,1930.0,0,98125,47.7232,-122.289,1340,5001,Rural,Colonial,92
4471,4471,4471,5035300090,20140812T000000,639000.0,4,1.75,1830.0,6000,1.0,0,0,4,7,930,900.0,1939.0,0,98199,47.6536,-122.41,1540,6000,Suburban,Contemporary,83
4472,4472,4472,7504050090,20150412T000000,720000.0,3,2.5,2820.0,14250,,0,0,3,11,2820,0.0,1991.0,0,98074,47.6396,-122.054,2820,12600,Urban,Cape Cod,31
4473,4473,4473,408100110,20140612T000000,381000.0,3,1.75,1800.0,6000,1.0,0,0,5,6,900,900.0,1950.0,0,98155,47.7505,-122.317,1060,6628,Suburban,Victorian,72
4474,4474,4474,5701700011,20140523T000000,1050000.0,3,4.0,4380.0,42769,2.0,0,0,5,11,4380,0.0,1983.0,0,98052,47.7167,-122.109,3630,35425,Urban,Contemporary,39
4475,4475,4475,3629970930,20141111T000000,670000.0,3,3.0,2980.0,3730,2.0,0,0,3,9,2980,0.0,2005.0,0,98029,47.5533,-121.995,2710,3640,Suburban,Ranch,17
4476,4476,4476,7017200110,20141028T000000,400000.0,3,1.0,,6658,1.0,0,0,3,7,1690,0.0,1942.0,1982,98133,47.7099,-122.35,1080,5925,Rural,Cape Cod,80
4477,4477,4477,4054500590,20140626T000000,910000.0,4,3.5,4040.0,50479,2.0,0,0,3,11,4040,0.0,1987.0,0,98077,47.7196,-122.048,3770,40899,Urban,Victorian,35
4478,4478,4478,2126059048,20150402T000000,294000.0,3,1.0,,9427,,0,0,3,6,1250,0.0,1931.0,0,98034,47.7254,-122.175,1590,8250,Urban,Contemporary,91
4479,4479,4479,984200590,20150310T000000,315001.0,3,1.75,1500.0,10230,1.0,0,0,2,7,1500,0.0,1968.0,0,98058,47.4349,-122.168,1770,8374,Suburban,Contemporary,54
4480,4480,4480,9353300090,20140731T000000,360000.0,3,2.0,1630.0,10723,1.0,0,0,5,7,1630,0.0,1959.0,0,98059,47.4898,-122.133,1450,10723,Suburban,Colonial,63
4481,4481,4481,7600057,20140805T000000,520000.0,3,2.0,1410.0,2700,,0,0,4,7,1410,0.0,1902.0,0,98122,47.6029,-122.302,1750,4000,Urban,Ranch,120
4482,4482,4482,2919701944,20141010T000000,474000.0,3,1.0,1140.0,4560,1.0,0,0,4,6,770,370.0,1944.0,0,98117,47.6889,-122.362,1340,3980,Suburban,Cape Cod,78
4483,4483,4483,7202341110,20150313T000000,702000.0,4,2.5,3280.0,5876,2.0,0,0,3,7,3280,0.0,2004.0,0,98053,47.6802,-122.034,2600,5000,Urban,Colonial,18
4484,4484,4484,1122069019,20140826T000000,728000.0,4,3.5,,87497,2.0,0,0,3,9,3490,0.0,2001.0,0,98038,47.4028,-122.002,2400,55657,Suburban,Ranch,21
4485,4485,4485,1565950090,20150305T000000,308000.0,4,2.5,2020.0,7277,2.0,0,0,3,8,2020,0.0,1993.0,0,98055,47.4318,-122.19,2820,7284,Suburban,Victorian,29
4486,4486,4486,1724069059,20140524T000000,2000000.0,5,4.0,4580.0,4443,3.0,1,4,3,10,4580,0.0,2004.0,0,98075,47.5682,-122.059,2710,4443,Suburban,Contemporary,18
4487,4487,4487,4137000110,20140725T000000,340000.0,3,2.5,2270.0,7917,2.0,0,0,3,8,2270,0.0,1986.0,0,98092,47.2643,-122.22,2160,7917,Suburban,Colonial,36
4488,4488,4488,7849200945,20150401T000000,306500.0,2,1.75,1310.0,10200,1.0,0,0,4,6,1310,0.0,1947.0,0,98065,47.5231,-121.82,1500,7200,Rural,Colonial,75
4489,4489,4489,2397101270,20150126T000000,716000.0,3,2.0,1420.0,3600,,0,0,4,7,1420,0.0,1904.0,0,98119,47.6367,-122.364,1250,3600,Suburban,Ranch,118
4490,4490,4490,2726059100,20140909T000000,950000.0,4,3.0,,44431,2.0,0,0,2,10,2640,340.0,1981.0,0,98034,47.7154,-122.161,2010,7332,Rural,Contemporary,41
4491,4491,4491,7202331500,20140829T000000,673200.0,5,3.0,,8561,2.0,0,0,3,7,4180,0.0,2003.0,0,98053,47.6833,-122.04,3425,6591,Rural,Victorian,19
4492,4492,4492,439000090,20150323T000000,564500.0,4,2.25,1950.0,6000,1.0,0,0,3,7,1350,600.0,1961.0,0,98115,47.6909,-122.301,1980,6000,Urban,Ranch,61
4493,4493,4493,7788000100,20150206T000000,393000.0,4,1.75,1790.0,11801,,0,0,4,8,1790,0.0,1974.0,0,98056,47.5172,-122.17,2000,12988,Urban,Contemporary,48
4494,4494,4494,8658300315,20150312T000000,425000.0,5,1.75,1400.0,5071,1.0,0,0,3,5,1400,0.0,1916.0,0,98014,47.6499,-121.908,1200,7500,Suburban,Colonial,106
4495,4495,4495,1723049567,20140730T000000,150000.0,3,1.0,1320.0,24684,1.0,0,0,3,7,1320,0.0,1979.0,0,98168,47.4771,-122.322,1120,21214,Suburban,Ranch,43
4496,4496,4496,621069039,20150220T000000,327000.0,4,2.25,1620.0,106722,1.0,0,0,3,8,1200,420.0,,0,98042,47.3394,-122.091,1620,38400,Suburban,Ranch,42
4497,4497,4497,6806300750,20150318T000000,444900.0,4,2.5,3120.0,7448,,0,0,3,9,3120,0.0,1998.0,0,98042,47.3645,-122.126,2980,8102,Urban,Victorian,24
4498,4498,4498,1898900100,20140722T000000,305000.0,4,2.5,2100.0,14773,2.0,0,0,3,8,2100,0.0,,0,98023,47.3045,-122.391,2370,15440,Rural,Cape Cod,24
4499,4499,4499,2767603931,20140818T000000,469000.0,3,3.25,1370.0,1194,3.0,0,0,3,8,1370,0.0,2004.0,0,98107,47.6718,-122.388,1800,2678,Suburban,Ranch,18
4500,4500,4500,6072400820,20140926T000000,525000.0,3,1.75,1520.0,7875,,0,0,5,8,1520,0.0,1969.0,0,98006,47.5569,-122.176,2150,9428,Suburban,Contemporary,53
4501,4501,4501,1922059396,20150404T000000,330000.0,3,2.5,2410.0,17424,,0,0,3,7,1630,780.0,1978.0,0,98030,47.3741,-122.218,1530,11761,Suburban,Colonial,44
4502,4502,4502,8818900300,20141002T000000,618000.0,4,1.0,,4080,1.0,0,0,4,7,1260,0.0,1911.0,0,98105,47.6644,-122.324,1340,4080,Suburban,Ranch,111
4503,4503,4503,9264910900,20141117T000000,295500.0,4,2.5,2830.0,7350,1.0,0,0,3,8,1690,1140.0,1982.0,0,98023,47.3088,-122.341,2350,7768,Suburban,Contemporary,40
4504,4504,4504,3223039013,20140718T000000,567035.0,3,2.0,2064.0,46173,2.0,0,0,5,7,2064,0.0,1903.0,0,98070,47.4469,-122.455,1640,21780,Urban,Contemporary,119
4505,4505,4505,5561300750,20140725T000000,518000.0,4,2.25,2640.0,34870,1.0,0,0,3,8,1770,870.0,1977.0,0,98027,47.4688,-122.009,2500,35580,Urban,Ranch,45
4506,4506,4506,9407111220,20150504T000000,303000.0,2,1.0,1020.0,9200,1.0,0,0,3,7,1020,,1978.0,0,98045,47.4461,-121.769,1520,9600,Urban,Cape Cod,44
4507,4507,4507,1332200110,20140708T000000,300000.0,4,2.5,2200.0,8065,2.0,0,0,3,7,2200,0.0,,0,98031,47.4042,-122.213,2641,8535,Urban,Contemporary,24
4508,4508,4508,2207200820,20141015T000000,413107.0,3,1.5,1420.0,7520,1.0,0,0,4,7,1420,0.0,1956.0,0,98007,47.601,-122.134,2000,7520,Suburban,Ranch,66
4509,4509,4509,3362400615,20140820T000000,400000.0,3,1.0,1350.0,3090,1.5,0,0,5,6,1350,,1914.0,0,98103,47.682,-122.348,1350,3090,Urban,Cape Cod,108
4510,4510,4510,3013300017,20150408T000000,535000.0,3,1.0,1290.0,6859,1.0,0,0,4,7,1290,0.0,1941.0,0,98136,47.5317,-122.387,1560,6369,Urban,Ranch,81
4511,4511,4511,1982200015,20140919T000000,555000.0,4,2.0,,2600,1.0,0,0,5,7,840,840.0,,0,98107,47.6648,-122.363,1680,3340,Urban,Cape Cod,107
4512,4512,4512,7140700300,20141119T000000,312000.0,3,2.5,2280.0,6386,,0,0,3,8,2280,0.0,2008.0,0,98042,47.3861,-122.096,2550,4835,Suburban,Ranch,14
4513,4513,4513,9363600457,20140603T000000,785200.0,3,2.25,1840.0,3500,1.5,0,0,5,8,1540,300.0,1910.0,0,98122,47.6063,-122.292,1800,3300,Rural,Colonial,112
4514,4514,4514,1245001220,20141016T000000,749000.0,4,2.0,2040.0,11850,1.0,0,2,3,7,1020,1020.0,1959.0,0,98033,47.6891,-122.208,2040,8504,Urban,Colonial,63
4515,4515,4515,723049333,20150405T000000,285000.0,3,1.5,1490.0,10367,,0,0,3,7,1010,480.0,1957.0,0,98146,47.4973,-122.347,1000,8254,Rural,Colonial,65
4516,4516,4516,7853301220,20140910T000000,425000.0,4,2.5,2440.0,5088,2.0,0,0,3,7,2440,0.0,2007.0,0,98065,47.5406,-121.889,2440,5762,Suburban,Colonial,15
4517,4517,4517,8665900336,20140717T000000,360000.0,3,2.0,1930.0,15540,1.0,0,0,3,8,1260,670.0,1958.0,0,98155,47.7675,-122.307,1900,12123,Rural,Victorian,64
4518,4518,4518,1591000015,20150505T000000,260000.0,3,1.0,1200.0,6615,,0,0,4,7,1200,0.0,1954.0,0,98106,47.5168,-122.351,1230,6615,Urban,Colonial,68
4519,4519,4519,7972601270,20140530T000000,369000.0,3,2.0,1550.0,8509,1.0,0,0,3,7,1150,400.0,1959.0,0,98106,47.5299,-122.344,1840,7620,Suburban,Contemporary,63
4520,4520,4520,1221039156,20140815T000000,275000.0,4,2.5,2180.0,11132,,0,0,4,8,1620,560.0,1978.0,0,98023,47.3187,-122.367,1950,13801,Urban,Ranch,44
4521,4521,4521,993001332,20140903T000000,407000.0,3,2.25,1430.0,1448,3.0,0,0,3,8,1430,0.0,2005.0,0,98103,47.6916,-122.341,1430,1383,Rural,Contemporary,17
4522,4522,4522,7748000025,20150412T000000,575000.0,2,1.75,1230.0,5418,1.0,0,0,3,8,990,240.0,1949.0,0,98117,47.6839,-122.376,1330,5074,Suburban,Cape Cod,73
4523,4523,4523,7871500485,20150427T000000,1240000.0,3,1.5,,3852,,0,3,4,8,1670,0.0,1928.0,0,98119,47.6411,-122.371,2320,4572,Suburban,Contemporary,94
4524,4524,4524,1370802540,20150108T000000,875000.0,2,2.5,2720.0,4913,1.0,0,1,4,8,1700,1020.0,1936.0,0,98199,47.6384,-122.404,2520,5303,Suburban,Contemporary,86
4525,4525,4525,1839500115,20140712T000000,320000.0,4,1.5,2220.0,6811,1.0,0,0,4,7,1270,950.0,1961.0,0,98056,47.5059,-122.193,1800,7350,Rural,Victorian,61
4526,4526,4526,4389201064,20140703T000000,810000.0,3,1.5,1520.0,9041,1.0,0,0,4,7,1520,0.0,1954.0,0,98004,47.6158,-122.213,3260,10020,Suburban,Cape Cod,68
4527,4527,4527,1545805820,20150414T000000,274000.0,3,1.75,,7620,1.0,0,0,4,7,1090,500.0,1984.0,0,98038,47.3655,-122.048,1590,7620,Rural,Ranch,38
4528,4528,4528,273800100,20141219T000000,239900.0,4,1.75,1480.0,9523,,0,0,3,7,1120,360.0,,0,98030,47.3732,-122.217,1590,8300,Rural,Ranch,63
4529,4529,4529,7663700654,20141214T000000,450000.0,4,1.5,,7808,1.0,0,0,3,7,1080,780.0,1953.0,0,98125,47.7314,-122.3,1530,7884,Suburban,Cape Cod,69
4530,4530,4530,3751606513,20140630T000000,263400.0,4,2.0,1360.0,60548,,0,0,3,6,960,400.0,,0,98001,47.2718,-122.265,1930,28800,Urban,Colonial,62
4531,4531,4531,399000025,20150415T000000,265000.0,3,1.0,1360.0,5967,1.0,0,0,3,6,1360,0.0,,0,98178,47.4973,-122.256,1360,6052,Rural,Ranch,68
4532,4532,4532,7130300785,20140616T000000,418000.0,4,3.0,2360.0,6250,1.0,0,2,3,7,1460,900.0,,0,98118,47.512,-122.249,2500,6250,Rural,Contemporary,62
4533,4533,4533,3818700123,20140813T000000,390000.0,3,2.0,2360.0,5737,2.0,0,0,3,8,2360,0.0,,0,98028,47.7633,-122.262,1600,9163,Urban,Colonial,19
4534,4534,4534,7891600245,20150422T000000,430000.0,3,2.0,1860.0,7500,1.0,0,0,3,7,930,930.0,1909.0,1950,98106,47.5662,-122.364,1000,5000,Suburban,Contemporary,113
4535,4535,4535,5556300076,20150423T000000,1440000.0,3,2.25,,9705,2.5,0,2,4,8,2630,0.0,1987.0,0,98052,47.6485,-122.121,2640,14284,Rural,Cape Cod,35
4536,4536,4536,3421069118,20141120T000000,297000.0,2,1.75,1280.0,37373,,0,0,4,7,1280,0.0,1996.0,0,98022,47.2631,-122.019,2180,48351,Rural,Colonial,26
4537,4537,4537,7280300042,20150401T000000,650000.0,4,2.25,2330.0,7220,,0,1,3,8,1600,730.0,1988.0,0,98177,47.7764,-122.386,2220,9100,Suburban,Cape Cod,34
4538,4538,4538,9368700031,20140509T000000,195000.0,2,1.0,,18000,1.0,0,0,3,6,720,0.0,1950.0,0,98178,47.5054,-122.261,1250,7925,Suburban,Contemporary,72
4539,4539,4539,3223069118,20140616T000000,554000.0,3,3.5,,108900,2.0,0,0,3,9,2700,680.0,1999.0,0,98058,47.4316,-122.075,2250,130680,Rural,Colonial,23
4540,4540,4540,2522029039,20140929T000000,550000.0,3,2.0,,843309,2.0,0,0,4,7,3650,0.0,1991.0,0,98070,47.3627,-122.496,1870,273992,Urban,Contemporary,31
4541,4541,4541,7977200590,20150219T000000,700000.0,3,1.75,1640.0,4590,1.5,0,0,5,7,1640,0.0,1951.0,0,98115,47.6846,-122.294,1760,5100,Urban,Victorian,71
4542,4542,4542,3124089086,20141002T000000,300000.0,4,1.0,1730.0,177657,1.5,0,0,3,5,1730,0.0,1948.0,0,98065,47.5163,-121.829,1400,45175,Urban,Colonial,74
4543,4543,4543,1568100215,20141007T000000,315000.0,2,1.0,1030.0,8576,1.5,0,0,5,6,1030,0.0,1952.0,0,98155,47.7352,-122.295,1310,8504,Urban,Contemporary,70
4544,4544,4544,5364200649,20141008T000000,603000.0,3,1.0,1790.0,5250,1.0,0,0,3,7,1400,390.0,1943.0,0,98105,47.6627,-122.276,1790,5250,Suburban,Victorian,79
4545,4545,4545,2771601730,20140629T000000,530000.0,2,1.0,840.0,3400,1.0,0,2,4,7,840,0.0,1924.0,0,98119,47.6403,-122.372,2000,4000,Suburban,Cape Cod,98
4546,4546,4546,7201800300,20140909T000000,397500.0,3,1.75,1300.0,8480,1.0,0,0,3,7,1300,0.0,1969.0,0,98052,47.6991,-122.13,1740,7280,Suburban,Ranch,53
4547,4547,4547,7224500300,20150325T000000,221000.0,3,1.0,1240.0,5250,1.5,0,0,4,6,1240,0.0,1904.0,0,98055,47.4917,-122.206,1240,5250,Suburban,Ranch,118
4548,4548,4548,3876312350,20141202T000000,466000.0,4,2.25,2170.0,8050,1.0,0,0,3,7,1220,950.0,1976.0,0,98072,47.7354,-122.174,1820,7700,Suburban,Colonial,46
4549,4549,4549,853000261,20140619T000000,197500.0,3,1.0,,5412,2.0,0,0,5,7,1330,0.0,1905.0,0,98022,47.2053,-121.993,1710,10825,Rural,Cape Cod,117
4550,4550,4550,7165700110,20150507T000000,280000.0,3,3.0,1390.0,1080,,0,0,3,7,1140,250.0,2006.0,0,98118,47.5325,-122.282,1450,1461,Urban,Ranch,16
4551,4551,4551,5708500208,20141003T000000,412000.0,2,1.5,1240.0,3873,1.0,0,0,4,6,860,380.0,1909.0,0,98116,47.5752,-122.388,1240,4336,Suburban,Ranch,113
4552,4552,4552,5014000215,20140818T000000,454000.0,2,1.0,880.0,6731,1.0,0,0,4,7,880,0.0,1950.0,0,98116,47.5694,-122.395,1240,6731,Suburban,Ranch,72
4553,4553,4553,2126079014,20140512T000000,540000.0,4,2.25,,228254,1.0,0,0,3,8,1450,1090.0,1990.0,0,98019,47.719,-121.912,1780,59241,Urban,Colonial,32
4554,4554,4554,5595900090,20140609T000000,250000.0,5,1.5,2520.0,5753,1.5,0,0,4,7,1510,1010.0,1928.0,0,98022,47.2058,-121.997,1620,6875,Suburban,Colonial,94
4555,4555,4555,1445500100,20150511T000000,900000.0,5,2.25,2510.0,35691,,0,0,3,9,2510,0.0,1967.0,0,98005,47.6435,-122.154,3160,35037,Urban,Ranch,55
4556,4556,4556,4270600025,20140513T000000,245000.0,5,1.75,,7902,1.0,0,0,3,7,1220,800.0,,0,98168,47.51,-122.327,2220,8819,Urban,Victorian,60
4557,4557,4557,3546000490,20141007T000000,290000.0,3,1.75,2060.0,7251,1.0,0,0,3,7,1350,710.0,1987.0,0,98030,47.3569,-122.175,1520,7582,Urban,Victorian,35
4558,4558,4558,423049067,20150205T000000,160000.0,2,1.0,930.0,7742,1.0,0,0,3,6,930,0.0,1933.0,0,98168,47.507,-122.302,2240,8723,Rural,Cape Cod,89
4559,4559,4559,9272201250,20150330T000000,1260000.0,2,1.5,2700.0,7225,,0,4,3,8,1660,1040.0,1910.0,2008,98116,47.5892,-122.383,2970,5150,Urban,Cape Cod,112
4560,4560,4560,3226049184,20150327T000000,325000.0,2,1.0,1060.0,6050,1.0,0,0,3,7,940,120.0,1939.0,0,98125,47.7028,-122.321,1540,5279,Urban,Contemporary,83
4561,4561,4561,5381000082,20150108T000000,185000.0,2,1.0,670.0,6750,1.0,0,0,4,5,670,0.0,1947.0,0,98188,47.4521,-122.283,1700,11520,Rural,Cape Cod,75
4562,4562,4562,475000750,20140925T000000,477000.0,3,2.0,1750.0,4990,,0,0,3,7,950,800.0,1916.0,0,98107,47.6667,-122.361,1700,5000,Suburban,Ranch,106
4563,4563,4563,1900000195,20140630T000000,100000.0,2,1.0,930.0,7623,,0,0,2,6,930,0.0,1942.0,0,98166,47.467,-122.349,1300,7641,Suburban,Colonial,80
4564,4564,4564,5162100820,20150504T000000,345000.0,4,2.5,2420.0,11481,1.0,0,0,3,8,1370,1050.0,1985.0,0,98003,47.341,-122.318,2290,8985,Suburban,Colonial,37
4565,4565,4565,6113400047,20150331T000000,530000.0,4,2.25,2410.0,14985,1.0,0,1,4,7,1950,,1965.0,0,98166,47.4278,-122.343,2510,15256,Suburban,Colonial,57
4566,4566,4566,7460000015,20140620T000000,203000.0,3,1.0,1150.0,7156,1.0,0,0,4,6,1150,0.0,1953.0,0,98168,47.4864,-122.317,1210,7156,Rural,Ranch,69
4567,4567,4567,7202340820,20141028T000000,599000.0,4,2.5,2480.0,5000,2.0,0,0,3,7,2480,0.0,,0,98053,47.6811,-122.035,2410,5000,Urban,Cape Cod,18
4568,4568,4568,5393601690,20140720T000000,370000.0,4,1.0,1310.0,6000,1.5,0,0,3,7,1310,0.0,1940.0,0,98144,47.5822,-122.295,1630,6000,Urban,Cape Cod,82
4569,4569,4569,7686203275,20150227T000000,140000.0,3,1.0,1240.0,8000,1.0,0,0,4,6,1040,200.0,1954.0,0,98198,47.4204,-122.316,1240,8000,Rural,Contemporary,68
4570,4570,4570,2490200165,20140623T000000,500000.0,3,1.0,1150.0,5100,2.0,0,0,3,8,1150,0.0,1911.0,2005,98136,47.5349,-122.384,1440,5100,Urban,Contemporary,111
4571,4571,4571,597000195,20150203T000000,527200.0,3,1.75,1460.0,4000,1.0,0,2,4,7,730,730.0,1929.0,0,98144,47.5768,-122.307,1360,4000,Rural,Colonial,93
4572,4572,4572,5119010090,20140510T000000,549900.0,5,2.75,3060.0,7015,1.0,0,0,5,8,1600,1460.0,1979.0,0,98146,47.5052,-122.372,2190,7600,Urban,Victorian,43
4573,4573,4573,1873100490,20150502T000000,760000.0,4,2.5,3520.0,8095,2.0,0,0,3,9,3520,0.0,,0,98052,47.7065,-122.109,2460,4676,Urban,Victorian,16
4574,4574,4574,3336001911,20140728T000000,319000.0,2,1.0,960.0,4400,1.0,0,0,4,7,960,0.0,1951.0,0,98118,47.5269,-122.264,1520,5000,Suburban,Contemporary,71
4575,4575,4575,1922059445,20140623T000000,362300.0,3,2.5,2430.0,15264,,0,0,3,8,2430,0.0,1997.0,0,98030,47.3805,-122.208,2260,10416,Rural,Cape Cod,25
4576,4576,4576,7203600750,20150427T000000,421000.0,3,2.5,1930.0,4505,1.0,0,3,4,7,1440,490.0,1973.0,0,98198,47.3459,-122.326,1550,4505,Urban,Cape Cod,49
4577,4577,4577,6021503740,20150304T000000,690000.0,3,1.0,1090.0,4000,1.5,0,0,4,7,1090,0.0,1945.0,0,98117,47.6846,-122.386,1520,4000,Suburban,Ranch,77
4578,4578,4578,3324069058,20140828T000000,640000.0,3,2.5,2790.0,31798,1.0,0,0,5,8,1650,1140.0,1953.0,0,98027,47.5241,-122.039,1400,14849,Suburban,Colonial,69
4579,4579,4579,7345310100,20141208T000000,238000.0,4,1.75,1650.0,6900,1.0,0,0,3,7,910,740.0,1978.0,1993,98002,47.2802,-122.211,1540,7645,Urban,Ranch,44
4580,4580,4580,6398000011,20140602T000000,789000.0,3,3.0,3740.0,39640,2.0,0,2,3,10,3740,0.0,1991.0,0,98070,47.4036,-122.462,2930,26136,Urban,Ranch,31
4581,4581,4581,5460600110,20150423T000000,1050000.0,6,4.0,5310.0,12741,2.0,0,2,3,10,3600,1710.0,1967.0,0,98040,47.5696,-122.213,4190,12632,Rural,Colonial,55
4582,4582,4582,9478500590,20150408T000000,302500.0,3,2.5,1690.0,4476,2.0,0,0,3,7,1690,0.0,2008.0,0,98042,47.3663,-122.114,2250,4488,Urban,Contemporary,14
4583,4583,4583,8645501091,20150311T000000,259950.0,4,1.75,1400.0,7920,1.0,0,0,3,7,1400,0.0,1963.0,0,98058,47.4658,-122.184,1910,7700,Urban,Colonial,59
4584,4584,4584,8099800590,20140620T000000,456000.0,3,1.5,,28516,,0,0,4,7,1440,0.0,,0,98075,47.5829,-122.005,2080,27049,Suburban,Ranch,47
